applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
AUTO_0164,Trading,1,7809586,38832,3743124,617,4,0.45,4191757,Good,0
AUTO_0165,Manufacturing,10,9065248,98662,3531519,666,0,0.45,2037797,Average,0
AUTO_0166,Services,3,1438319,8283,594495,765,2,0.45,163014,Good,1
AUTO_0167,Trading,2,4129273,32966,1925571,762,2,0.6,1552064,Good,1
AUTO_0168,Manufacturing,6,501139,5022,247470,625,3,0.48,356067,Average,0
AUTO_0169,Manufacturing,4,833960,9953,115991,726,1,0.32,140348,Poor,1
AUTO_0170,Trading,8,484813,2273,79177,630,1,0.46,39907,Good,1
AUTO_0171,Trading,4,1876851,13970,329254,653,4,0.47,258374,Poor,0
AUTO_0172,Manufacturing,4,707106,6568,302193,602,5,0.37,156384,Average,0
AUTO_0173,Trading,8,319709,3408,77439,631,2,0.55,61510,Average,0
AUTO_0174,Manufacturing,3,1247676,14773,420851,784,1,0.41,498915,Average,0
AUTO_0175,Trading,1,249122,1039,110134,659,2,0.51,138744,Average,0
AUTO_0176,Manufacturing,7,9748575,91617,3638791,663,3,0.48,4745375,Average,1
AUTO_0177,Trading,3,1015581,4290,128131,505,2,0.29,180663,Poor,1
AUTO_0178,Trading,5,6468011,69383,1799850,619,4,0.25,1558297,Average,0
AUTO_0179,Services,0,1098569,5947,139518,625,3,0.29,95053,Good,0
AUTO_0180,Manufacturing,3,472633,5492,137790,567,3,0.39,169160,Average,1
AUTO_0181,Trading,2,8126401,44365,1525496,652,2,0.64,1583092,Average,0
AUTO_0182,Manufacturing,0,2205454,23236,221699,607,4,0.39,322490,Poor,0
AUTO_0183,Services,3,19082669,125516,8115109,657,4,0.46,5874287,Average,0
AUTO_0184,Services,3,1132765,9980,552509,662,2,0.53,386094,Average,1
AUTO_0185,Manufacturing,5,1162500,10737,564571,554,2,0.35,396457,Poor,1
AUTO_0186,Trading,9,6620947,38995,1454450,610,0,0.34,1029585,Good,0
AUTO_0187,Services,8,6676491,44437,2880968,657,1,0.56,2018122,Good,0
AUTO_0188,Trading,2,2383585,12067,885527,768,2,0.49,795126,Good,0
AUTO_0189,Trading,4,100000000,421074,42003055,675,1,0.32,54496622,Good,1
AUTO_0190,Manufacturing,6,1415972,8725,620896,583,4,0.34,736966,Poor,1
AUTO_0191,Manufacturing,2,432200,3659,212690,689,0,0.41,268490,Average,0
AUTO_0192,Services,0,595367,6021,95670,820,2,0.45,25174,Good,0
AUTO_0193,Services,3,1425898,15370,581621,741,2,0.59,270441,Good,0
AUTO_0194,Trading,9,12268309,58250,4829560,704,4,0.48,6554164,Good,0
AUTO_0195,Trading,0,1585463,10205,341024,722,1,0.25,337588,Good,0
AUTO_0196,Trading,1,12984443,137442,3337456,793,4,0.28,3972019,Good,0
AUTO_0197,Services,2,3339428,27296,570051,757,2,0.45,357978,Good,0
AUTO_0198,Services,1,7275645,41361,3385425,706,3,0.42,1050765,Good,1
AUTO_0199,Services,6,3155325,23460,1425368,756,2,0.27,467339,Average,0
AUTO_0200,Services,2,3125477,20056,1080208,541,1,0.56,661386,Poor,0
AUTO_0201,Trading,7,4892689,22451,1490567,499,1,0.1,826624,Poor,0
AUTO_0202,Manufacturing,4,1004449,10577,194014,665,4,0.45,163339,Average,0
AUTO_0203,Manufacturing,0,1017789,6714,423238,656,2,0.17,600186,Good,0
AUTO_0204,Services,2,3016043,36321,311502,595,1,0.53,167331,Poor,1
AUTO_0205,Trading,8,20365111,235577,5806392,732,3,0.36,8189791,Average,0
AUTO_0206,Manufacturing,4,312105,3163,138643,463,3,0.51,112219,Average,1
AUTO_0207,Manufacturing,3,173681,1196,60335,596,0,0.34,68578,Average,1
AUTO_0208,Trading,9,1444837,9390,511543,601,5,0.6,402452,Average,1
AUTO_0209,Manufacturing,1,6831238,55519,876331,486,0,0.12,535544,Poor,1
AUTO_0210,Manufacturing,2,2108845,15018,452730,799,5,0.53,674882,Good,0
AUTO_0211,Trading,7,487382,5690,180109,514,1,0.31,121795,Average,1
AUTO_0212,Trading,6,2180167,11327,261286,591,2,0.46,179890,Average,0
AUTO_0213,Trading,1,247813,2528,57585,740,4,0.46,77274,Average,0
AUTO_0214,Manufacturing,5,4217278,39041,1018800,714,1,0.19,1326719,Average,0
AUTO_0215,Services,2,1368287,14894,409784,539,1,0.55,302795,Poor,0
AUTO_0216,Manufacturing,0,1796877,15610,440145,718,2,0.46,251650,Good,0
AUTO_0217,Trading,3,3310542,31161,932404,678,5,0.42,553965,Poor,1
AUTO_0218,Services,14,2537847,30935,809062,883,3,0.46,383784,Good,0
AUTO_0219,Trading,8,1035596,5108,156726,690,4,0.42,171105,Average,1
AUTO_0220,Services,4,6853948,34547,1180182,635,1,0.53,317486,Good,1
AUTO_0221,Trading,0,5159339,38420,2234016,564,1,0.33,1470853,Poor,0
AUTO_0222,Trading,0,235828,1911,66953,575,6,0.53,80566,Poor,1
AUTO_0223,Manufacturing,4,1504105,8772,364084,567,1,0.49,425446,Poor,1
AUTO_0224,Trading,5,542344,2633,148359,787,1,0.37,87485,Good,0
AUTO_0225,Manufacturing,6,432929,1883,73566,651,2,0.68,105321,Average,1
AUTO_0226,Manufacturing,6,3768397,39712,738375,706,2,0.47,557298,Good,0
AUTO_0227,Services,6,1198865,9841,367103,801,2,0.43,254628,Good,0
AUTO_0228,Trading,5,1670567,18702,406901,414,1,0.49,579015,Average,0
AUTO_0229,Services,9,887690,6367,257592,777,6,0.38,127517,Good,0
AUTO_0230,Trading,2,3091634,31005,494296,655,2,0.58,450781,Poor,0
AUTO_0231,Services,4,4474997,36863,727577,693,1,0.4,283077,Poor,1
AUTO_0232,Trading,0,26810544,248460,6798542,567,1,0.52,8888291,Poor,1
AUTO_0233,Trading,2,1595712,11571,401390,574,4,0.24,279603,Poor,1
AUTO_0234,Trading,8,348676,1688,158066,698,2,0.13,177369,Average,0
AUTO_0235,Manufacturing,6,1083088,13063,122801,888,1,0.46,131045,Good,0
AUTO_0236,Services,0,5479212,61005,2723947,750,0,0.34,1019975,Good,1
AUTO_0237,Manufacturing,14,784518,5307,378615,776,1,0.37,561503,Good,0
AUTO_0238,Manufacturing,4,334852,4070,106114,630,1,0.1,142863,Average,1
AUTO_0239,Trading,4,804373,5365,311697,589,2,0.66,162247,Average,1
AUTO_0240,Manufacturing,2,1045453,8215,495651,571,4,0.42,457115,Poor,1
AUTO_0241,Services,2,540795,5656,108417,601,1,0.6,46563,Good,1
AUTO_0242,Services,4,2574000,17353,582373,444,3,0.19,402655,Poor,1
AUTO_0243,Services,6,1803380,12390,260353,577,2,0.41,99519,Poor,1
AUTO_0244,Trading,5,5114786,38790,1665059,593,2,0.46,2495008,Poor,0
AUTO_0245,Manufacturing,2,1161204,9370,190181,632,4,0.42,133141,Poor,1
AUTO_0246,Services,1,3873533,20129,1829656,663,1,0.44,680526,Good,0
AUTO_0247,Trading,1,1098301,4736,299426,686,1,0.19,349155,Average,1
AUTO_0248,Services,8,511173,6045,239164,648,2,0.45,79050,Average,1
AUTO_0249,Services,8,1033412,7347,188122,591,2,0.27,130632,Poor,1
AUTO_0250,Services,5,284383,1425,107387,453,3,0.31,32749,Poor,1
AUTO_0251,Manufacturing,8,16951362,177872,6086163,592,1,0.4,9027711,Poor,1
AUTO_0252,Trading,3,2352524,15586,611351,552,3,0.35,840389,Poor,0
AUTO_0253,Services,7,763380,4336,350648,696,1,0.36,234873,Good,1
AUTO_0254,Trading,6,1260257,15360,345210,740,1,0.57,313180,Good,0
AUTO_0255,Manufacturing,7,104761,1240,50000,743,3,0.38,50682,Good,0
AUTO_0256,Trading,1,11086335,55962,5441108,725,2,0.34,5203646,Good,0
AUTO_0257,Services,5,9858628,114958,2726823,636,5,0.38,2027974,Average,1
AUTO_0258,Trading,3,2255879,26146,413342,597,0,0.23,221066,Average,1
AUTO_0259,Trading,0,2909101,27500,714047,575,6,0.42,629581,Poor,1
AUTO_0260,Manufacturing,9,433127,3716,149603,499,1,0.51,219675,Poor,0
AUTO_0261,Trading,8,472614,2825,144057,749,2,0.45,125241,Poor,0
AUTO_0262,Services,5,258653,1339,91575,632,4,0.41,41134,Average,0
AUTO_0263,Manufacturing,1,1634288,15067,596094,525,3,0.49,674361,Poor,1
AUTO_0264,Trading,0,7083243,78031,1057899,567,3,0.32,1488748,Average,1
AUTO_0265,Services,0,1251861,12400,282862,563,1,0.41,112370,Poor,1
AUTO_0266,Services,2,3009350,17073,1202176,654,2,0.61,870138,Good,0
AUTO_0267,Trading,6,6417894,42252,2311384,756,4,0.36,1808800,Good,0
AUTO_0268,Services,3,282399,2462,50000,615,0,0.49,32884,Good,0
AUTO_0269,Trading,5,18159029,170239,4105012,424,2,0.49,3184824,Poor,1
AUTO_0270,Manufacturing,6,7950810,37915,3756987,631,2,0.29,2152692,Good,1
AUTO_0271,Services,6,3673558,34104,1634017,634,1,0.5,1072162,Good,0
AUTO_0272,Services,0,6009868,61917,2213176,627,1,0.31,1051343,Average,1
AUTO_0273,Services,2,6358426,36103,821162,587,4,0.46,365724,Poor,1
AUTO_0274,Services,5,2816957,17517,965715,671,3,0.31,449000,Good,0
AUTO_0275,Trading,11,11005806,69602,1154236,656,4,0.44,1283021,Poor,1
AUTO_0276,Trading,9,1151766,13819,419761,647,2,0.42,320148,Good,1
AUTO_0277,Services,5,3450996,26084,1354462,691,3,0.42,499305,Average,1
AUTO_0278,Trading,9,9683862,83165,2894481,607,2,0.44,2846546,Poor,1
AUTO_0279,Services,5,100000,1020,50000,601,3,0.32,13390,Good,0
AUTO_0280,Services,0,3353637,24354,1229591,788,3,0.23,702618,Good,0
AUTO_0281,Services,6,4730426,23871,2024130,705,0,0.41,1338804,Good,0
AUTO_0282,Trading,9,255217,2455,85331,732,1,0.57,104736,Good,0
AUTO_0283,Trading,13,2780618,27047,1066864,772,3,0.49,1034113,Good,0
AUTO_0284,Manufacturing,2,764940,4848,104130,702,2,0.47,110939,Average,0
AUTO_0285,Trading,1,3192029,14237,1232534,742,1,0.32,648535,Poor,0
AUTO_0286,Manufacturing,7,1769134,17180,611549,492,1,0.43,863723,Average,0
AUTO_0287,Trading,5,636924,6387,148026,670,1,0.28,156620,Average,0
AUTO_0288,Trading,5,7508876,32917,2809322,631,2,0.34,2293556,Good,1
AUTO_0289,Manufacturing,9,1200155,11933,429935,817,3,0.45,341188,Average,0
AUTO_0290,Trading,7,2741337,32871,931462,742,1,0.13,1080177,Good,0
AUTO_0291,Manufacturing,6,9596002,54280,1661817,586,0,0.66,1801956,Poor,1
AUTO_0292,Manufacturing,2,659981,5617,144198,687,1,0.2,99185,Good,0
AUTO_0293,Services,7,2002003,19966,994100,666,1,0.68,452275,Average,0
AUTO_0294,Trading,1,1094280,6657,299005,695,1,0.27,351684,Good,1
AUTO_0295,Manufacturing,5,1430285,14917,177027,548,2,0.27,141206,Poor,0
AUTO_0296,Trading,4,26358523,300506,12114433,686,1,0.34,12226813,Average,0
AUTO_0297,Services,0,3430206,37576,580297,627,3,0.33,219027,Average,1
AUTO_0298,Manufacturing,5,2888682,18268,755124,678,0,0.31,431690,Average,1
AUTO_0299,Trading,2,3718774,40417,785403,577,7,0.34,697630,Poor,1
AUTO_0300,Manufacturing,5,3322777,25290,1613374,591,2,0.41,1987801,Average,0
AUTO_0301,Manufacturing,1,221687,1415,55696,767,1,0.27,39758,Good,0
AUTO_0302,Trading,7,31205751,173704,11966993,544,3,0.53,15012633,Poor,1
AUTO_0303,Trading,12,342065,4016,116080,552,1,0.61,135754,Poor,1
AUTO_0304,Trading,1,15856865,122480,1858267,644,2,0.11,1871963,Average,0
AUTO_0305,Services,1,4162466,47373,1056125,572,0,0.68,777020,Poor,1
AUTO_0306,Services,1,2463108,13537,630577,561,3,0.52,436174,Poor,1
AUTO_0307,Trading,3,1374249,14509,681535,660,2,0.44,724591,Average,1
AUTO_0308,Trading,5,45181246,229676,19191704,499,4,0.31,20300598,Poor,0
AUTO_0309,Services,6,4095451,17663,1812899,549,0,0.42,705010,Poor,1
AUTO_0310,Manufacturing,5,2025294,25232,456518,855,3,0.53,648346,Good,0
AUTO_0311,Trading,6,1043076,4985,241599,695,1,0.79,337254,Poor,0
AUTO_0312,Manufacturing,3,903310,7238,276631,575,2,0.73,343591,Poor,1
AUTO_0313,Manufacturing,2,2106910,24201,742487,691,1,0.17,466194,Average,1
AUTO_0314,Services,1,649057,7136,253987,706,2,0.37,152855,Good,1
AUTO_0315,Services,3,4482005,36273,1919735,749,3,0.41,722889,Good,0
AUTO_0316,Trading,1,913674,8457,410496,637,3,0.6,282753,Average,0
AUTO_0317,Trading,5,6622255,62343,727457,747,4,0.39,916022,Good,0
AUTO_0318,Manufacturing,1,6446867,32762,2697616,446,1,0.29,3937798,Poor,1
AUTO_0319,Manufacturing,2,1855151,12134,638793,544,2,0.41,388964,Average,1
AUTO_0320,Manufacturing,8,3978290,26554,1244544,666,2,0.34,826347,Good,0
AUTO_0321,Trading,9,4224606,30914,1484469,682,2,0.55,1067681,Good,0
AUTO_0322,Services,9,342902,2211,155257,558,1,0.76,113563,Poor,0
AUTO_0323,Trading,3,15839725,99196,5038875,675,3,0.54,6028501,Average,0
AUTO_0324,Manufacturing,2,1458774,10391,240515,587,2,0.54,283395,Poor,0
AUTO_0325,Services,6,4568466,33472,1255007,622,3,0.59,630657,Good,1
AUTO_0326,Services,1,4724858,38870,2219661,752,1,0.47,1151555,Good,0
AUTO_0327,Trading,7,100000,561,50000,740,0,0.34,39508,Good,0
AUTO_0328,Trading,2,901382,9677,163346,550,1,0.35,106917,Average,0
AUTO_0329,Trading,3,5435394,61631,2096200,544,0,0.56,2683713,Poor,0
AUTO_0330,Manufacturing,7,2136550,13320,432631,608,3,0.44,419951,Average,0
AUTO_0331,Trading,0,4532404,23542,1085124,647,3,0.25,820363,Average,0
AUTO_0332,Services,2,2215170,22563,637009,584,1,0.6,360795,Poor,1
AUTO_0333,Manufacturing,5,8668949,102889,2395645,754,1,0.28,1699612,Good,0
AUTO_0334,Manufacturing,6,2273521,10138,253979,684,1,0.23,251128,Good,1
AUTO_0335,Manufacturing,5,10950623,46944,4485415,690,1,0.27,3095923,Good,0
