applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP_00028,Trading,21,2683479.8722982286,412466.6457346996,1716401.5192326356,328,0,0.7801876233665326,2772312.433322505,Good,1
APP_00029,Trading,11,3622899.9048327655,189628.7047464712,298959.30287484895,690,3,0.1450079900287728,1189201.3131269715,Good,0
APP_00030,Manufacturing,6,5276911.350388679,629263.3386793247,2822357.988897497,715,4,0.12495372309166494,1127974.215724966,Poor,0
APP_00031,Trading,8,5469707.197935022,354159.4629701601,1243631.2467528745,441,0,0.28551389927420373,218516.51517660078,Good,0
APP_00032,Manufacturing,10,7482394.558820169,253069.77795665158,1353498.9393776974,640,5,0.319321531170632,933987.7674075051,Average,0
APP_00033,Manufacturing,24,7436297.546389827,794186.1832297763,1795781.954513532,544,1,0.25496505094352134,2055975.3600229446,Good,0
APP_00034,Services,3,7049222.628195207,652012.8532364131,1439354.4495413536,304,1,0.6803797816251833,3546031.893898634,Good,1
APP_00035,Services,23,4476765.657868549,332837.6616613977,2173147.79058583,748,4,0.8773509958740412,1883554.2699602437,Average,0
APP_00036,Services,14,1317636.4440068244,117899.29836168606,787394.9302048793,565,0,0.21965264131593915,2232160.9101871382,Good,0
APP_00037,Trading,23,1273371.203392011,292229.2868088201,2302948.9162471294,790,1,0.7145743611023246,3145663.4030301506,Good,0
APP_00038,Manufacturing,14,7035459.752219626,636870.3394389856,1976698.1357647455,538,0,0.0876058787278993,1676364.6303687713,Good,0
APP_00039,Trading,10,6687508.94341474,426506.9955558039,957921.2447095329,549,3,0.15106726135599788,1023883.4717723449,Good,0
APP_00040,Trading,12,3766591.075111907,197584.5480046018,1676161.6742899488,590,2,0.487849804432118,1137869.515766035,Good,0
APP_00041,Manufacturing,6,2118527.497405117,517597.2313341245,2348527.5089481897,842,2,0.8996675390683916,3121271.5901829097,Good,0
APP_00042,Trading,12,2905697.953661817,368521.29570804327,1865090.1259584327,378,2,0.8569608023141599,2144531.195971148,Average,1
APP_00043,Manufacturing,23,5349388.604399055,302694.7048311753,1603176.7153818246,820,1,0.14515149914670988,2144612.9852268626,Average,0
APP_00044,Services,14,5353121.999709874,314073.9280600367,1935714.8175649561,749,4,0.25373387863901026,1108646.9684703709,Good,0
APP_00045,Manufacturing,2,7085062.546254,595958.8762205319,1994649.019967705,855,2,0.8539230722653675,3343311.4175411053,Good,0
APP_00046,Trading,9,4099291.085585008,481995.4522531119,1145960.144787176,443,5,0.17811532013029757,3847329.8798193093,Average,0
APP_00047,Trading,10,4511927.942996715,177091.34697854557,1609729.7218204106,419,4,0.6813706289435155,2173206.2208295013,Poor,1
APP_00048,Trading,17,7250642.611932878,455078.3170175428,2094066.5828776055,864,2,0.05094181989653245,2918169.9363776622,Good,0
APP_00049,Trading,17,749810.1972247306,416142.261961945,1593047.291196229,876,3,0.5869552872738966,1355133.42951725,Good,0
APP_00050,Manufacturing,3,5634905.893834053,336938.8402613885,997754.9060865667,475,2,0.47041035856631447,3274408.3172604796,Good,0
APP_00051,Services,19,4331542.442736128,344847.8314811081,1696084.7280906138,369,4,0.45037148775925023,2575575.0767661836,Good,0
APP_00052,Services,1,6425519.557907486,270242.13548738696,1226674.8546725165,502,1,0.7548129881403856,769633.3279958512,Good,1
APP_00053,Services,12,6025213.205722685,300621.04426634096,1907555.5720462014,479,5,0.11862419346074163,2452095.878302597,Good,0
APP_00054,Services,7,3607380.711220669,443458.51728040766,2498829.4594777194,892,3,0.3707323223235836,2447050.8154005837,Good,0
APP_00055,Trading,4,3985330.287042036,358364.5139494462,1974009.7633269355,866,4,0.4291327632273041,2181653.200149012,Average,0
APP_00056,Services,10,500000.0,481852.24572855036,923430.0528162089,409,0,0.15533757570863416,2508498.927529411,Good,0
APP_00057,Manufacturing,13,6499982.99652364,282253.0551334199,1711180.916269093,723,2,0.12281656441818552,1953183.6710652625,Good,0
APP_00058,Manufacturing,2,5479547.640129262,506124.1924556234,100000.0,802,3,0.2026721588737352,1816649.310171018,Good,0
APP_00059,Manufacturing,10,7797024.710903425,597166.6861684239,1430249.7274458376,705,1,0.25489056623283357,2249740.5075846277,Good,0
APP_00060,Trading,21,4201199.927678906,398982.4540001018,2158137.5656662285,390,0,0.8711514908386216,1650283.265940643,Average,1
APP_00061,Trading,22,6828671.195296051,478093.9915412376,1781541.2699045162,593,2,0.4542716545639303,1352180.5658679667,Good,0
APP_00062,Manufacturing,4,2860147.9088717215,483946.4307852351,1577048.5597928227,692,3,0.4837456777716466,3110381.1601907946,Good,0
APP_00063,Services,18,500000.0,324685.2964587008,2990869.4458774375,336,5,0.6509484742166255,1426549.7583171725,Average,1
APP_00064,Trading,5,4810972.119264465,484504.74517480715,306622.38038516766,816,4,0.6316267781330519,1839172.8000770942,Average,0
APP_00065,Manufacturing,19,3866636.4898939487,59734.83504570159,463439.58553431625,615,2,0.47736079179602087,1520277.9254760463,Good,0
APP_00066,Trading,2,2898357.14843056,50000.0,1837465.326937621,471,3,0.33886263505683284,1129642.0173884444,Good,0
APP_00067,Manufacturing,12,6796210.786973233,350578.26040185755,2128664.6730802483,705,2,0.3313939395493236,3541803.1269701086,Average,0
APP_00068,Services,17,7416493.347087115,495019.8713575591,2157194.157393555,561,5,0.09905412380608453,559004.3883079987,Poor,1
APP_00069,Manufacturing,10,5210842.558731722,387242.0004622675,1099056.7913454487,783,3,0.8146856183815617,2397276.7310320237,Poor,0
APP_00070,Services,2,4634961.860763669,511881.0443468401,909114.4154193021,326,4,0.7039853451677431,1869204.9991813304,Poor,1
APP_00071,Services,6,5125416.747805045,219739.65262770446,806015.9073853914,794,2,0.5798417551062702,2478716.4915599907,Good,0
APP_00072,Manufacturing,8,3694147.5121973446,532425.9099969089,1725577.5890313587,354,3,0.38666948173209065,1829579.2685533003,Good,0
APP_00073,Manufacturing,19,6125191.896856805,644321.8921621335,811754.8138606603,548,0,0.5450958710532456,2492468.371769592,Good,0
APP_00074,Services,11,1921256.027677122,295538.42276411795,2280233.322214998,572,1,0.4623263342233096,2283069.078066498,Good,0
APP_00075,Services,12,2853843.743139615,515649.8142256497,1484681.9244404559,558,5,0.28284473170705143,2588626.915635445,Good,0
APP_00076,Services,9,3417477.697386396,403422.7470745169,1007391.7606185526,490,3,0.30378683470182916,3743609.6261790525,Good,0
APP_00077,Services,2,6082710.861963058,466276.08174037514,1010240.4148890842,874,3,0.7933077504876469,133135.42344694608,Good,0
APP_00078,Manufacturing,8,4395020.285913513,644021.7350051634,427665.1292670253,745,3,0.5896718616045176,2081262.2398357855,Good,0
APP_00079,Trading,11,7720780.789406145,449095.4909763377,944077.9000855532,801,2,0.05120911203080939,1006237.0270097674,Average,0
APP_00080,Manufacturing,21,6606619.512757018,514666.31814955256,1113049.2574246947,692,5,0.3278410003403617,1275392.1463926772,Good,0
APP_00081,Services,4,3397813.648875308,210543.30382304755,1785656.2645366732,707,1,0.33895364501655073,1047884.3588310399,Good,0
APP_00082,Trading,10,6266931.58079724,510046.11789291725,1430560.3712404189,408,5,0.6503852255338736,1707853.9370583976,Good,1
APP_00083,Trading,21,4183585.943695963,641501.0726281191,898192.4370398425,402,2,0.6453853411089449,3122166.911804876,Good,1
APP_00084,Manufacturing,20,5946360.990047926,261474.90656301688,642333.9672266011,525,3,0.4445316250544277,1622087.6713460765,Average,0
APP_00085,Trading,16,6703544.3271859465,351546.5281527738,1334110.612999081,652,5,0.8583325008896855,2345906.9140630458,Poor,1
APP_00086,Trading,8,7229429.203625433,502918.9951336356,100000.0,459,3,0.7913947942740241,2896774.680403187,Good,1
APP_00087,Services,4,5404043.139675833,467167.6191699925,1277496.294275393,703,1,0.7862791075196682,1148374.6646930801,Good,0
APP_00088,Trading,10,8200247.372960437,196040.837235088,2280887.6075533736,623,0,0.3460256843258837,1202362.7221325305,Good,0
APP_00089,Services,12,5882628.712122544,424736.70586177614,1359754.6560430324,444,2,0.41634982077956517,2000318.262913873,Poor,1
APP_00090,Trading,14,5270104.318915261,350097.7292153563,1611525.135126336,764,0,0.4061176358490743,198211.47064683842,Good,0
APP_00091,Manufacturing,16,4394971.224680128,254701.73015543466,1526664.915786393,431,5,0.42422685009439753,4009226.468139047,Average,0
APP_00092,Services,22,3737381.959623265,603508.7302589006,530337.8374513737,392,3,0.8058291757592366,2005645.7916089369,Average,1
APP_00093,Services,18,5839767.452123411,400819.05663598597,2730242.953532447,572,3,0.26175259463432987,2559585.5092080864,Average,0
APP_00094,Trading,21,5201515.273959968,547457.2979359158,1214704.2087815313,833,4,0.7318658103154249,1804593.1393129993,Poor,1
APP_00095,Services,22,5521651.201268779,223988.04606320197,1497655.7469673832,493,4,0.48693397878805744,2636082.7470767843,Good,0
APP_00096,Trading,21,5961491.655112583,488341.84862816357,1041063.7992560348,469,0,0.26172155787328993,1825698.7017346085,Good,0
APP_00097,Trading,12,5513202.956286097,559253.428422488,2296645.7569223526,759,4,0.498199712030621,2558312.8533820845,Average,0
APP_00098,Trading,18,9026590.813855702,363677.7099468608,478924.0957280494,310,5,0.21612537757293665,3296728.758097275,Average,0
APP_00099,Manufacturing,7,3944070.231643724,325422.98362327716,2411608.4823834808,480,1,0.14195240288097968,0.0,Average,0
APP_00100,Manufacturing,20,5864586.688239412,204359.2388480777,1286991.1730531715,531,5,0.7624508051572434,2666286.388631095,Average,1
APP_00101,Manufacturing,24,4544613.568302518,269792.0981348085,1126528.8749113341,328,0,0.644423719916061,1470629.9441264337,Average,1
APP_00102,Trading,23,500000.0,332105.00730467634,1060573.6734044186,831,5,0.22423214168178857,895291.165531798,Poor,0
APP_00103,Trading,7,4613054.35426311,253613.3244765012,2766054.00235602,304,4,0.8509505207198517,556463.1106389624,Good,1
APP_00104,Trading,9,3127005.888162919,284808.00083424494,376655.89059048635,845,4,0.07073861734006179,2097626.1658775904,Good,0
APP_00105,Services,1,4866355.082319172,423714.5374607063,1125615.9037850224,439,1,0.3332881589926541,2281983.1366911996,Average,0
APP_00106,Manufacturing,6,4947194.95733659,441668.22975890647,596462.5201679419,327,5,0.06840508271780615,1374258.4869614947,Good,0
APP_00107,Trading,6,5770715.775878675,563626.7530797656,231225.19602425746,397,1,0.17095295429593324,741673.5586213041,Good,0
APP_00108,Services,22,3939641.249367662,285733.99691823224,2413700.861619656,561,0,0.20306746973889972,2114674.227970678,Average,0
APP_00109,Manufacturing,12,4189814.1685261186,403477.7816701774,1481010.3270362795,318,2,0.7387846375709824,2069407.134130881,Good,1
APP_00110,Manufacturing,22,6401387.305619897,337345.48411901476,687408.801700861,311,5,0.894083719953377,2601309.2640539007,Good,1
APP_00111,Manufacturing,12,3381882.9410377545,326745.21255443315,2080362.1966901193,836,5,0.7872222334193969,2687395.222925578,Good,0
APP_00112,Manufacturing,10,1323094.0185814155,352579.1155540516,1219521.1995521137,824,1,0.5898630404647324,3164578.2346869432,Good,0
APP_00113,Services,23,5314062.7138529625,370573.68028803094,1047403.2540622063,764,4,0.664484915548809,2673996.7673745747,Average,0
APP_00114,Services,6,7141697.495136488,437559.4399444093,1902766.8856286989,887,0,0.4943978449175824,367819.34393336927,Good,0
APP_00115,Trading,17,6378360.951293772,350446.30501346884,1204467.90132761,558,2,0.40916206565079305,1990716.4899950817,Average,0
APP_00116,Services,19,5350968.391060607,584099.5945077653,826056.7778720804,323,5,0.6383435912160734,3000009.1000773343,Good,1
APP_00117,Services,18,7501290.686697556,144339.94274681472,1986781.6238951702,307,0,0.877149183107975,2848059.1377990567,Good,1
APP_00118,Manufacturing,6,7164034.478329832,558093.0438233927,1401041.566974953,527,4,0.07455993600286943,4429737.158785113,Good,0
APP_00119,Services,24,4338170.944541879,344724.45010869426,2022483.537088581,675,2,0.316972207775422,2889156.9743709695,Good,0
APP_00120,Trading,19,5495043.456674139,371675.0625096017,1218024.181019573,422,2,0.3305508325560524,653264.4113732248,Average,0
APP_00121,Services,10,5580920.445272882,398557.6782454535,2213316.1822122517,389,1,0.4021132274470846,419808.4021932017,Good,0
APP_00122,Services,24,4826498.742514861,505846.30648839567,1509820.9592094384,755,3,0.5828583248662315,2055951.5720185866,Good,0
APP_00123,Trading,8,7268495.141747756,267956.2661546085,2241555.0146209504,523,4,0.48669018810774617,2150902.3092201618,Good,0
APP_00124,Manufacturing,21,4695719.133206458,301471.1159170752,2218655.2995504905,556,3,0.06591969167192252,1451606.2539993646,Average,0
APP_00125,Manufacturing,24,3999442.217990008,475083.95078464714,2365376.221903786,814,4,0.39986814162756584,2768128.376010698,Average,0
APP_00126,Trading,6,500000.0,145273.17559371138,1547801.0741079163,447,0,0.5765313988448078,0.0,Average,1
APP_00127,Services,21,3403392.235252577,394875.00536646217,1767904.147325299,686,3,0.4791010161909115,1536044.2902397336,Good,0
APP_00128,Services,7,2369164.182393136,280340.5494265016,1338491.6956046785,737,5,0.7912525845541172,0.0,Good,0
APP_00129,Manufacturing,24,4919207.697467129,248765.6238317683,871606.91387115,336,5,0.3888063200678174,1247996.3608542276,Good,0
APP_00130,Trading,1,2492621.4990744907,154230.4227602755,2902308.0634373426,405,5,0.06067487785287478,1652773.3721299684,Poor,1
APP_00131,Trading,18,6217369.483337803,515845.3082603553,973526.644132426,531,2,0.292163739921324,3051244.201538397,Average,0
APP_00132,Manufacturing,24,7216875.216428077,423823.8848814476,2133407.2564573265,445,1,0.16532173292363994,778199.5121556434,Good,0
APP_00133,Manufacturing,20,4937686.48282376,299157.81958775554,2008068.6340940497,316,4,0.26269577493490137,1863342.1296818187,Good,0
APP_00134,Trading,12,3031964.5674725166,375316.3135494147,1626737.0779808396,458,1,0.3577748153313437,1476036.8906572452,Good,0
APP_00135,Services,16,5572800.752363067,236067.65286185822,1391507.9783987051,581,4,0.625157304472982,1878127.4958995245,Good,1
APP_00136,Trading,10,8786950.116176056,319572.1234839251,1398470.2989090949,577,5,0.3255444960034528,1611913.3200244624,Average,0
APP_00137,Trading,10,8164961.258649122,370248.04961229133,1040044.3936166599,424,2,0.8014927988042865,1746579.2809313643,Good,1
APP_00138,Services,14,2187842.613525154,409592.57126287173,1566109.273662067,719,2,0.30463272298118743,1348292.559771358,Good,0
APP_00139,Trading,20,2113637.5530635235,458809.5417962414,673029.524619617,619,2,0.16639340032028435,2369780.319770228,Good,0
APP_00140,Services,10,1600927.1204001037,129122.13790017099,2023076.7894629624,781,2,0.19353560485028454,3102368.4615929676,Average,0
APP_00141,Services,10,2726041.0924993576,459276.3938837218,1340023.4130678072,623,2,0.8443928842996674,2041865.478593052,Poor,0
APP_00142,Manufacturing,11,5503184.93753726,141175.56682099312,826585.2711491851,694,5,0.4365923006039447,4008312.3165772706,Good,0
APP_00143,Trading,23,3886611.44966015,464730.02178873745,606491.06529289,485,1,0.3926571578531251,2078545.3422161846,Good,0
APP_00144,Trading,2,3322659.928230781,368003.35683273163,1407669.4520554938,765,0,0.10856574893374729,2806054.736722283,Good,0
APP_00145,Manufacturing,20,7078219.535032904,563718.9769618977,1432018.1003735007,356,3,0.6733229084646307,1240253.4537603068,Good,1
APP_00146,Manufacturing,8,6060186.238175253,298829.03659436374,1137355.0805526513,757,1,0.6404546469101949,1884900.5599347518,Good,0
APP_00147,Trading,23,1590594.745692376,517126.0015710571,1851682.8631986778,507,5,0.3693794670195441,1689600.6842353125,Good,0
APP_00148,Trading,7,6963449.348419271,224891.0162561765,1743909.7297394867,373,3,0.6379990172312978,777345.6690845434,Average,1
APP_00149,Manufacturing,8,6012069.444924077,415883.1801389608,1539741.3315465564,783,0,0.36233399643637404,1231564.690989186,Good,0
APP_00150,Manufacturing,1,6056526.516060745,94299.85456714174,851827.0896397205,384,4,0.11218431818510768,2357355.639149471,Good,0
APP_00151,Services,21,3859051.9521388626,532459.444180567,981990.1655814932,313,0,0.6773844707116096,3283910.317687434,Good,1
APP_00152,Manufacturing,2,4625391.640410219,659031.0105009319,522386.84241050365,348,0,0.8704210993710502,2561509.933919862,Good,1
APP_00153,Manufacturing,18,1054556.9436057662,295266.66662893724,1366040.8447020773,725,5,0.6010469489479704,2336222.4524474056,Good,0
APP_00154,Trading,15,6733973.34506925,418394.58504719724,1892519.264912728,658,4,0.2849920499322022,1142179.7232439069,Good,0
APP_00155,Services,1,3002145.977397369,466575.68871928006,652252.0242579058,541,3,0.2794322426451678,2485514.867088849,Good,0
APP_00156,Manufacturing,5,3258741.9378121123,167461.7504271085,1107188.3158271923,352,2,0.8396309570138658,1367480.7426564859,Poor,1
APP_00157,Trading,2,3231717.4112805664,287633.9954814634,1462971.2219383179,368,4,0.30779676128811917,827671.6429632579,Good,0
APP_00158,Services,20,8600802.233807638,278348.52720437705,1891470.5841329037,851,4,0.7029633983753955,1100827.0458533787,Average,0
APP_00159,Manufacturing,3,3662591.8704754263,761059.5475652947,466170.7627005555,355,0,0.596477734958411,1879945.4810854848,Average,1
APP_00160,Services,19,6884520.547087446,556870.354654054,3053928.7174064573,755,4,0.5537115395672346,1460038.9544359967,Good,0
APP_00161,Trading,18,4952015.790234436,367437.5702625847,2026822.4667343576,554,1,0.20391364919177218,2287581.905545618,Good,0
APP_00162,Trading,22,3341780.5731290416,516856.11160510115,1080662.0737954923,304,2,0.0792493890188459,1622216.3932179024,Good,0
APP_00163,Trading,18,2979199.893440605,431687.4276563078,750757.540663795,880,0,0.4653755616287052,2277848.6591984346,Good,0
APP_00164,Trading,14,3742287.8250320163,488955.5910894623,1698564.3811582252,351,3,0.8899348161623172,1688931.968854442,Good,1
APP_00165,Manufacturing,24,4851077.186448252,241972.8758129013,1830364.5313272355,628,3,0.21639591859840712,1951540.5656289558,Good,0
APP_00166,Services,8,6203474.212776348,606006.4587818999,806812.9004044731,397,3,0.506341246273255,1019071.70561728,Good,0
APP_00167,Trading,12,4058016.641019168,284838.9413094488,720113.7280424272,460,3,0.6203324004478682,3435228.3085315106,Good,1
APP_00168,Manufacturing,21,3983176.516439361,292604.1961872351,874587.3154801747,705,3,0.46112605904402987,369410.9950359189,Poor,0
APP_00169,Manufacturing,10,3237689.710195852,488534.07726661745,1545159.749293127,876,0,0.4808937356076149,4489455.709687319,Poor,0
APP_00170,Trading,23,2611915.717079554,451864.11276151985,1554030.5575710516,626,1,0.612043378632555,2473824.9183918196,Good,0
APP_00171,Trading,20,2444617.9604954757,403473.5104105913,3015031.594440167,542,1,0.7426696724542263,437309.47268300806,Good,1
APP_00172,Manufacturing,17,6976057.835879202,525940.0125310061,100000.0,803,3,0.33329447146006563,2098964.8390446748,Good,0
APP_00173,Trading,11,3942321.830758256,225841.71418696185,1029810.0172000647,666,1,0.8143839468750584,2222374.316411528,Good,0
APP_00174,Manufacturing,2,4119448.200888468,676653.0320013056,1129586.0997583047,741,2,0.4621657419505724,3492623.376878953,Good,0
APP_00175,Trading,4,3666774.834038296,324901.7172931361,1840526.3841498366,453,1,0.6125958513484663,651130.0798469868,Average,1
APP_00176,Manufacturing,1,4366287.420144753,386738.32942707103,1868669.599435217,533,4,0.14053658897007285,652322.5277625588,Good,0
APP_00177,Trading,15,5742148.348646868,678974.0142688914,1360284.2452122378,632,3,0.4686073934211435,2344819.361392299,Good,0
APP_00178,Trading,13,4026238.3576607564,293583.99397648004,2557609.2854138296,794,4,0.06369047923373979,2193296.925449202,Average,0
APP_00179,Services,8,5361479.774861142,553456.3753784022,718702.2150231095,414,4,0.38237102801403355,3467245.0562047614,Good,0
APP_00180,Manufacturing,4,7836416.97899528,367851.7107703528,1012853.2510362226,668,3,0.09631157048360466,1001838.8179501016,Good,0
APP_00181,Trading,10,3360671.9676255877,273724.8146508902,579145.4021945489,632,5,0.8124337120072418,919811.348471245,Good,0
APP_00182,Manufacturing,19,4121063.4600195824,342439.1211451796,1397376.8093931766,429,0,0.6218843527420803,3870174.0588841406,Average,1
APP_00183,Services,18,6282120.538823618,484942.0295158293,1267802.366225567,477,5,0.7230949027952999,1954433.034264695,Poor,1
APP_00184,Services,5,7994592.334363852,552139.9494636602,2050366.2521941066,394,1,0.4475275617990047,1254543.0592662734,Good,0
APP_00185,Manufacturing,19,2515379.444247598,433840.88798767515,2797448.231765613,616,5,0.7741130776789028,2705738.999446333,Good,1
APP_00186,Trading,23,1598391.9503043354,160308.45221722187,2543385.512254029,400,2,0.7920845013450368,0.0,Good,1
APP_00187,Services,22,4998787.298255417,495329.7474492738,644013.7742507532,495,5,0.3532955038657188,2378286.1300906884,Good,0
APP_00188,Trading,16,4792246.206056391,378680.2248076103,1537351.9051679727,507,5,0.37032667213399284,1368055.592123971,Good,0
APP_00189,Trading,1,6400338.592332197,234627.58497568156,2042066.3345367187,772,0,0.48200460238429016,1497886.7014758862,Poor,0
APP_00190,Manufacturing,12,6095120.693242027,451959.0430524201,1967917.1067892064,307,2,0.08590697078580342,3295368.889191008,Average,0
APP_00191,Manufacturing,24,4932073.548251454,570075.9277970676,3120092.5714079067,435,5,0.8964030524197961,2429180.5124336565,Good,1
APP_00192,Services,2,7098429.706733583,401007.84219957923,1346124.4376133494,560,3,0.3553040488943255,872248.6224956182,Average,0
APP_00193,Services,21,3637964.69029468,538499.9037683891,1554664.6291640708,446,1,0.4502168163532171,2051466.4675842419,Good,0
APP_00194,Trading,8,5423161.58415351,469359.40516608924,3068587.492014516,757,5,0.6915435164144536,2117000.8031313224,Poor,1
APP_00195,Trading,18,2568585.5423713606,471295.64422400144,1793941.817096121,737,0,0.3028864757865658,1737870.1618079117,Good,0
APP_00196,Trading,16,4915743.447649363,354176.9573421045,1082032.6222746293,712,3,0.22138671002120713,1039729.1753877433,Poor,0
APP_00197,Services,5,2077736.7229199372,522804.48082410113,817645.371065304,799,0,0.15833260283448514,2226795.3199767787,Average,0
APP_00198,Services,22,2768312.906047399,537126.8268145449,1646352.2323038296,531,4,0.49881471271908523,2700802.5306462236,Good,0
APP_00199,Services,13,8418903.67497984,518900.17603206605,2246623.282278972,400,5,0.054673544377342176,2453727.2288309643,Good,0
APP_00200,Services,19,1350924.864288859,352931.9894914376,2237633.855062872,446,1,0.6530925873532549,1287167.33559493,Good,1
APP_00201,Trading,3,4566696.60917048,547761.9654232912,889495.5323225305,806,1,0.4421810753987381,1842237.3467989054,Good,0
APP_00202,Manufacturing,8,6654430.245449336,457947.17572142684,1572294.8002286619,857,3,0.502049401800825,0.0,Good,0
APP_00203,Manufacturing,12,9442711.163378857,254151.18078594038,1184408.2211534486,403,3,0.2737239515584955,3598345.5071099615,Good,0
APP_00204,Services,2,5354150.083532096,342776.157358008,1396444.3802773552,635,3,0.20151509674027812,1398373.986803212,Good,0
APP_00205,Trading,11,5468440.252125384,320438.65386555524,2133899.2769212676,745,1,0.6449912205602979,1479823.05289676,Good,0
APP_00206,Manufacturing,12,5079370.763495498,101815.46807327052,1465058.5122844207,743,5,0.22873250358240943,685492.8133950662,Good,0
APP_00207,Manufacturing,18,7114468.809368325,550511.9575267511,1956730.781807556,417,4,0.7130730646548551,2860911.4830128634,Average,1
APP_00208,Trading,13,5863407.130475797,865178.0076524526,1977699.2517229575,816,1,0.22312164158498016,3028075.715554086,Average,0
APP_00209,Manufacturing,5,3849824.42641423,581252.1852821403,1072320.4463703346,866,3,0.5707806375965364,1430291.2284549742,Poor,0
APP_00210,Manufacturing,22,7231023.382857454,424428.89869288355,2360253.678211906,830,2,0.5972912544544918,862170.9930012056,Good,0
APP_00211,Trading,12,4075618.568304346,322627.19040563883,733334.5055798622,387,5,0.47979875236827535,2020462.4470844436,Average,0
APP_00212,Trading,2,1803007.7598320013,261237.43851563014,615617.1222159369,775,4,0.8972721504828682,1670650.6284940632,Good,0
APP_00213,Trading,5,1809350.9171288437,422596.8068228139,1165742.3435364899,784,1,0.36946655956484814,2744313.644093036,Average,0
APP_00214,Manufacturing,7,4597863.707150634,545245.9769889952,817441.1487610453,594,2,0.8008229733821708,1868711.4839338555,Good,1
APP_00215,Services,24,5206083.131542777,298812.6321687625,1923712.8649466564,680,5,0.19384396348756405,1797478.4129737958,Good,0
APP_00216,Manufacturing,12,6911258.546097479,784639.0266325825,3294449.907689789,582,4,0.33662924158573526,2670444.0127575602,Average,0
APP_00217,Trading,16,6281632.823562203,192401.03009271476,2289645.680172489,455,1,0.173562052762567,424008.07378448616,Average,0
