years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,loan_to_revenue_ratio,cashflow_adequacy,collateral_coverage,business_type_encoded,repayment_history_encoded,credit_score_category_encoded,business_maturity_encoded
2.0703815991802417,-0.33336297010353866,-0.30768723138994736,-0.39892822820860885,-0.25998760625091677,4.9890452352262225,1.1134551990235475,-0.3960995853906837,-1.5517434618880623,0.44333299352930167,-1.7292074898809489,0,1,1,1
-0.48860989993013726,-0.3537925715037633,-0.2967066359827848,-0.36805091761162234,-0.027944092379211197,0.16236937590748243,0.3681796422827158,-0.3416188405244301,1.1638007568731987,-0.3879310666846544,0.5202276510098264,2,0,1,0
-0.6854553998617049,-0.3772042065335837,-0.32628391405248014,-0.4118256475797123,0.28481020892613107,0.16236937590748243,0.4357659060067617,-0.39767771864735824,0.0007483971999194517,-0.19258458146352012,-0.8870882045426327,2,1,2,3
0.29877209979613323,-0.26468844624748933,-0.19531548643785843,-0.23104104068031311,0.14356633091726684,0.16236937590748243,-0.07569771136439743,-0.2684711624532594,1.0018617117545325,-0.33794424385646615,-0.7782730377214037,0,1,2,0
0.10192659986456559,1.7624049055021962,0.9069037455542993,1.4929932305458664,2.1209806230413664,1.1277045477712306,1.2267078571557328,2.1303625839321927,-0.5568553431733273,-0.49664675190498037,1.045835134579809,2,1,0,0
-1.4728373995879753,-0.37952634082933673,-0.33053902730327633,-0.4177870606088803,-1.1377174195917161,-0.8029657959562656,-0.4099757184319763,-0.39745661977484953,-0.8920009692910875,-0.02982835366462862,1.079333495413868,1,1,3,2
-0.6854553998617049,-0.3795913882459494,-0.327043755704408,-0.4177870606088803,-0.3104318483969397,0.16236937590748243,1.6742385223554972,-0.4004738984100092,-0.8788876511054122,1.0295074370542099,-0.3168562860087307,0,1,1,3
0.10192659986456559,-0.3575141368148794,-0.30118440050833195,-0.3717738640663934,0.20409942149249438,-0.8029657959562656,0.8778166038775492,-0.3273322284603741,1.3420837193777546,-0.4571590817028548,1.5765270831859577,1,0,2,0
-1.2759918996564077,-0.34073826703695015,-0.3134372889140714,-0.4055304202052705,-0.9863846931536473,-0.8029657959562656,-0.07021774403542053,-0.3975503464708043,-1.707768095341749,0.6214217902735862,-1.5457828293294953,0,1,3,2
0.6924630996592684,-0.36228764027905264,-0.3078215289842416,-0.4026004441770332,-0.25998760625091677,-0.8029657959562656,-1.2356241293311332,-0.37528544968431543,-0.6850279240864229,0.8059299875188695,1.342857818813529,1,1,1,1
-0.8823008997932725,-0.24983321237996,-0.24248221521287977,-0.32254489684739535,-1.2991389944589895,0.16236937590748243,-0.44285552240583653,-0.36392899849315347,-0.9189288977229416,0.038865123579713154,-1.6677938524428604,1,0,3,3
0.4956175997277008,-0.07850203205189851,0.029661257182725272,-0.10347051951007775,-0.49203112012262235,-0.8029657959562656,-0.415455685760953,0.02663775383769551,-0.22257178995968244,0.4664617492499937,1.12346389142153,0,1,1,1
-1.07914639972484,-0.26921032525237043,-0.23422998145822108,-0.29141948448257593,-1.8842922033528557,-0.8029657959562656,0.722550862889876,-0.24839332204107437,-0.03574693865087821,-0.262326187453677,0.6401049707252036,0,0,3,3
-0.2917643999985696,0.022116793084859546,0.0928164679731967,0.023994926301668502,-0.8350519667155784,-0.8029657959562656,0.49421889084917997,0.051880876469362854,-0.0914115829476808,0.10750127187057035,0.14599077344644812,1,2,1,0
0.29877209979613323,0.602713660120186,0.3559337283733421,-0.028205582382217344,-1.1679839648793298,0.16236937590748243,1.564639175775963,0.09297973223945735,-1.695743317350756,1.6539296731631996,0.858110765810965,2,0,3,0
-1.07914639972484,-0.054149496976279375,-0.05961130155075589,-0.021941722713073947,0.18392172463408518,0.16236937590748243,0.4796056446385754,-0.13471215243630566,0.16776128042280575,-0.4198452550896256,-0.890823912891338,0,0,2,3
-0.2917643999985696,-0.08836096387386913,-0.04485623691448179,-0.010878475048077863,-1.5009159630430813,-0.8029657959562656,0.5837250238891326,-0.0991046196143567,0.571470950370463,-0.38602338531565433,-0.6874715821411271,1,1,3,0
-0.6854553998617049,-0.3177828926808208,-0.30377139627210503,-0.3599695382280732,-0.7946965729987601,0.16236937590748243,1.641358718381637,-0.36015269383733434,-0.5067688476058685,-0.7761041137646157,-0.7717249315868776,0,0,1,3
-0.2917643999985696,-0.3027307278454928,-0.2541696400636962,-0.35970129916794996,-0.9157627541492152,0.16236937590748243,0.7408174206531317,-0.3255596323366652,-0.8720211949597252,0.7231600795789801,0.820201380949139,0,0,3,0
-0.09491890006700203,-0.35508739691684243,-0.3118469226658503,-0.373675676420963,0.5773868133730642,-0.8029657959562656,-1.0949716345540643,-0.3620627758088487,0.9182266579892921,-0.8204493640884999,-0.3062189566677301,0,2,2,0
-0.8823008997932725,-0.04912584818497393,-0.13710454760574567,-0.14151554439554495,-1.6421598410519456,-0.8029657959562656,0.31337996899294873,-0.23214245477632503,-0.6902522843833174,-0.3870832812171033,-1.0680424865761977,0,2,3,3
1.479845099385539,-0.375781487786308,-0.33042946873950996,-0.4116118824769384,-0.058210637666824966,1.1277045477712306,-0.33325617582630235,-0.39256650952169597,-0.2604272043019237,-0.8612926659461698,0.28744201023411775,0,2,1,1
1.6766905993171066,-0.14326789757781733,-0.14122182911502934,-0.0532450144931243,-1.3294055397466034,0.16236937590748243,0.6640978780474577,-0.24957411819353031,0.8866868238299525,-0.7366471522902922,-1.6455091004909455,2,0,3,1
1.0861540995224037,-0.3162115727491101,-0.2895888634851906,-0.3558527528067786,-0.673630391848305,-0.8029657959562656,1.2577610053532673,-0.3771949308436763,-0.42046066000488047,-0.42996823398648687,-1.6444100339051062,2,0,1,1
-0.2917643999985696,-0.2855588978282045,-0.2670480725270693,-0.3646411318690067,-0.5424753622686452,0.16236937590748243,0.5636318103495516,-0.3183761219580284,-1.276237129648255,0.5067063414285954,1.4889510887308177,0,2,1,0
-0.48860989993013726,-0.24854991043835903,-0.16846657002066695,-0.2058983404038149,-0.017855243950006608,-0.8029657959562656,1.5609858642233119,-0.10188257474168311,1.0000714428795738,-0.26173791029153615,1.2554639839188046,1,1,1,0
