applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP000088,Trading,2,713828,7195,160987,568,0,1.57,153492,Good,0
APP000089,Services,4,1534511,16154,737814,840,0,1.767,1350051,Poor,0
APP000090,Trading,16,2286834,23435,802800,718,1,1.814,1508308,Good,0
APP000091,Manufacturing,13,3031779,33353,764828,596,4,1.0,1121841,Average,0
APP000092,Services,6,4058888,47479,1691464,666,0,1.949,3037740,Good,1
APP000093,Services,16,9122881,45495,2023359,535,3,1.597,1193724,Good,1
APP000094,Trading,15,2352369,11855,401227,722,1,0.853,261033,Poor,0
APP000095,Services,4,23177519,250394,7360898,638,1,0.99,9853293,Good,1
APP000096,Trading,18,3642412,22837,1189192,643,1,1.456,2104585,Good,1
APP000097,Trading,6,13866759,64542,5966846,517,1,0.836,5806600,Good,0
APP000098,Trading,6,2194681,16482,620679,653,1,1.72,820589,Average,0
APP000099,Manufacturing,1,202350942,2225652,86168035,672,0,0.381,44371436,Good,0
APP000100,Manufacturing,5,6918340,36123,1553368,522,0,1.824,3075583,Good,0
APP000101,Manufacturing,7,40653949,397000,13421790,772,1,0.722,22152279,Good,1
APP000102,Trading,9,1258290,5280,230756,695,0,0.39,240477,Good,1
APP000103,Manufacturing,3,1721718,8748,437623,571,0,1.73,864095,Good,1
APP000104,Trading,4,2329150,16514,1031850,648,0,0.555,658982,Poor,0
APP000105,Services,19,158847184,772529,29608364,771,2,1.802,35419409,Good,0
APP000106,Manufacturing,14,2708534,30378,1148677,814,2,0.763,675740,Good,0
APP000107,Trading,15,1093190,12426,233011,838,1,1.924,233581,Good,0
APP000108,Services,7,24618735,257588,2801510,844,0,0.516,2322581,Good,0
APP000109,Manufacturing,9,3891807,24079,560318,534,0,0.232,546212,Good,0
APP000110,Manufacturing,11,2616062,22307,1042113,600,0,1.879,2002017,Good,0
APP000111,Manufacturing,19,1557402,8879,319000,547,1,0.465,363908,Good,1
APP000112,Manufacturing,2,6941618,45194,2510493,763,0,1.894,2478587,Average,1
APP000113,Services,5,16899145,143080,6416259,642,1,1.716,9375171,Poor,0
APP000114,Services,9,11620784,119598,2766297,794,1,0.306,4218751,Good,0
APP000115,Trading,8,1720215,8524,498806,524,0,0.946,985467,Average,0
APP000116,Services,4,772715,5130,202070,589,1,0.289,266547,Good,0
APP000117,Services,10,100000,1188,50000,590,0,0.727,81442,Good,0
APP000118,Manufacturing,5,831167,6435,189489,783,0,0.768,203368,Good,1
APP000119,Services,8,2020305,24224,350177,736,0,1.239,264926,Good,1
APP000120,Trading,10,3291159,40903,810405,467,1,2.004,927713,Good,1
APP000121,Services,6,2308369,19749,849032,615,0,0.423,957847,Average,0
APP000122,Services,12,244480010,1605508,92644496,769,0,0.725,104773535,Good,0
APP000123,Manufacturing,13,7719540,83035,3625272,787,3,1.365,5594270,Good,1
APP000124,Manufacturing,4,531127,2918,240442,699,1,0.476,266629,Average,1
APP000125,Manufacturing,5,9176360,57508,1975929,678,1,1.5,3816001,Good,0
APP000126,Trading,4,6116103,65487,1725140,564,0,0.867,3405641,Good,0
APP000127,Services,7,724178,5634,288880,771,2,2.004,371222,Good,0
APP000128,Services,9,5495202,32125,2564143,548,1,1.347,3429966,Good,0
APP000129,Manufacturing,6,7675130,73625,1802627,500,0,0.79,2003510,Average,0
APP000130,Trading,9,16567182,170194,4601975,688,2,1.567,4755636,Good,1
APP000131,Trading,5,239254,1246,110006,615,0,1.694,217590,Average,1
APP000132,Manufacturing,5,9073849,58751,2208516,732,0,1.621,1238945,Good,0
APP000133,Manufacturing,9,29533467,177515,8629832,716,0,0.599,9623378,Good,0
APP000134,Manufacturing,6,58808606,431191,27157911,832,0,0.892,19744088,Good,0
APP000135,Services,7,556018,5854,234026,704,0,0.959,371965,Good,0
APP000136,Manufacturing,10,2888886,29218,570186,775,2,0.938,451398,Good,0
APP000137,Trading,9,3310399,32070,761120,582,0,0.691,1390542,Good,0
APP000138,Services,5,9455132,39891,2280421,731,1,1.58,2421161,Good,1
APP000139,Trading,14,2911225,15578,1353997,650,3,0.273,2539723,Good,0
APP000140,Services,2,1140197,6872,569612,604,0,0.658,1127742,Average,0
APP000141,Services,0,4527880,29127,1854627,559,0,0.369,3072666,Good,0
APP000142,Manufacturing,11,2187143,11781,642430,826,0,0.345,921718,Average,0
APP000143,Trading,9,8280898,62818,861789,667,1,0.676,624669,Average,0
APP000144,Manufacturing,3,999697,4791,378880,577,0,1.548,719716,Good,0
APP000145,Manufacturing,8,761843,7936,194837,733,0,1.942,324462,Good,1
APP000146,Manufacturing,5,24691027,264959,8720737,616,0,1.078,8128325,Good,0
APP000147,Trading,10,108699918,973105,37249025,590,0,0.744,44801372,Good,0
APP000148,Trading,0,50294527,247157,14702741,900,0,1.675,8843662,Good,0
APP000149,Manufacturing,6,3110768,36035,1486184,541,0,0.227,2212185,Good,0
APP000150,Manufacturing,5,16709382,204082,1825642,846,2,0.377,1255853,Good,0
APP000151,Services,12,1307862,7654,503334,592,1,0.806,743573,Good,0
APP000152,Manufacturing,1,7075999,71033,1867610,714,0,0.952,2815105,Good,0
APP000153,Manufacturing,8,1470711,16446,566982,655,0,1.616,559579,Good,0
APP000154,Trading,11,23893480,207045,8842686,745,2,1.958,17004432,Good,1
APP000155,Services,20,21157788,145164,2202424,551,3,1.259,3674620,Average,1
APP000156,Manufacturing,5,77262658,630050,16544670,509,0,1.042,20599776,Average,0
APP000157,Services,9,2526183,21309,443690,744,2,0.605,833184,Good,0
APP000158,Services,2,35617696,267321,5940837,475,0,0.957,10597056,Average,0
APP000159,Manufacturing,7,7477104,89092,2926468,547,1,1.905,4501865,Good,1
APP000160,Services,15,4209458,43633,824298,671,1,0.897,601282,Good,0
APP000161,Trading,21,6557441,40508,1900969,562,3,0.65,2367867,Good,0
APP000162,Trading,10,45916262,415372,9127950,553,3,0.891,16399588,Good,0
APP000163,Trading,2,2735699,27099,908507,612,0,1.078,1284026,Average,0
APP000164,Trading,16,3357902,17913,1303636,463,0,1.237,1718540,Poor,0
APP000165,Manufacturing,2,150429,1076,50000,513,0,0.922,96641,Average,1
APP000166,Services,3,2700605,31631,921468,790,0,1.541,483606,Good,1
APP000167,Manufacturing,17,5686165,50567,2444720,779,2,1.31,1266535,Good,0
APP000168,Manufacturing,7,1114913,6661,153512,890,0,1.364,282343,Good,0
APP000169,Manufacturing,5,756915,3928,290858,719,4,1.94,162242,Average,0
APP000170,Trading,11,225821,1916,51771,802,3,1.895,51709,Good,1
APP000171,Services,8,1468842,12824,218945,623,2,0.587,412938,Average,0
APP000172,Manufacturing,14,31415027,218442,9998199,659,0,1.284,15364521,Good,0
APP000173,Trading,9,385925,3635,73520,709,3,1.612,108238,Average,0
APP000174,Manufacturing,9,11637038,55148,4986991,478,1,0.427,7408162,Good,1
APP000175,Trading,14,13936865,74926,1632820,732,2,1.801,1594390,Average,1
APP000176,Manufacturing,7,138578994,1208263,19326387,601,0,0.443,25043139,Good,0
APP000177,Services,4,16139068,75559,4977263,612,0,1.619,7191943,Average,1
APP000178,Trading,12,15328096,176389,5143752,773,0,0.407,4930661,Average,0
APP000179,Services,6,6015288,32189,2357720,506,1,1.559,3991728,Poor,0
APP000180,Manufacturing,9,3567814,34902,726779,673,0,0.381,714149,Good,0
APP000181,Manufacturing,1,11854873,88042,5177072,696,0,0.82,3143343,Average,1
APP000182,Manufacturing,7,22764447,170693,10955548,610,1,0.423,8788341,Poor,0
APP000183,Services,5,4432767,46724,1328126,663,0,0.614,1477693,Good,0
APP000184,Services,1,22925930,190946,9266948,660,0,1.971,17255834,Good,1
APP000185,Manufacturing,7,264268342,2699182,81907155,753,2,0.405,92034363,Poor,0
APP000186,Services,7,3890106,32585,497104,645,2,0.972,315514,Good,0
APP000187,Services,9,4133686,37647,952585,542,0,1.386,757005,Good,1
APP000188,Trading,15,3274208,34398,442000,622,3,0.43,581981,Good,0
APP000189,Trading,13,4514622,41659,2237228,641,0,0.307,1714799,Good,1
APP000190,Manufacturing,5,21497519,199857,4119147,579,0,0.372,2454731,Good,0
APP000191,Manufacturing,8,4023018,43221,1425597,684,0,1.325,2241384,Good,0
APP000192,Services,10,4775825,57671,1020775,684,0,1.828,1711350,Average,1
APP000193,Services,6,2382818,17408,860908,670,1,1.719,1528929,Poor,1
APP000194,Trading,2,6944002,62329,1278812,564,0,1.968,2258255,Average,0
APP000195,Manufacturing,7,1644363,8033,680943,676,1,1.248,727852,Average,0
APP000196,Manufacturing,15,597518,4276,86236,808,5,2.177,138124,Good,1
APP000197,Services,2,6526038,49600,2989318,683,0,0.679,4111233,Good,1
APP000198,Services,4,66207044,736684,28877438,765,1,0.951,15450770,Good,0
APP000199,Services,4,2200740,18585,817625,668,1,0.902,901347,Average,0
APP000200,Services,4,713125,7315,90542,594,0,0.19,52452,Good,0
APP000201,Trading,11,64219858,277754,11779695,758,0,1.676,7362710,Good,1
APP000202,Manufacturing,5,3675248,29539,1630871,519,0,0.147,952434,Good,0
APP000203,Manufacturing,12,15099408,176325,2246637,618,4,1.687,4361665,Good,0
APP000204,Services,8,1182938,7140,192077,651,2,0.973,339265,Good,0
APP000205,Trading,2,3383626,14987,1074644,719,0,0.112,1245143,Poor,1
APP000206,Manufacturing,6,28320613,220289,5938010,789,2,0.751,5177922,Good,0
APP000207,Manufacturing,14,4534325,45510,856217,762,4,0.958,521158,Average,0
APP000208,Services,8,4376519,34810,1445675,740,0,1.933,1657891,Good,0
APP000209,Manufacturing,6,371527,2972,92521,748,1,1.406,129578,Good,0
APP000210,Manufacturing,15,12241129,119331,1912357,780,1,1.183,3242697,Poor,0
APP000211,Trading,3,1035852,6511,325196,542,0,0.341,187749,Good,0
APP000212,Services,5,18408825,192048,4690659,880,2,0.943,5285458,Good,0
APP000213,Services,13,5004206,27235,1970689,786,2,0.268,3872967,Good,0
APP000214,Manufacturing,11,5616328,41923,792476,653,0,1.547,539740,Good,1
APP000215,Services,3,10728041,103347,3735989,693,1,0.459,4111265,Average,0
APP000216,Manufacturing,10,6313585,69889,1733693,538,0,1.229,1582138,Good,1
APP000217,Manufacturing,5,45193791,486409,11859969,634,1,1.479,8314538,Average,0
APP000218,Services,1,34277791,348972,6612702,617,0,0.796,11627897,Good,1
APP000219,Trading,6,558161,3995,62609,619,1,1.352,96773,Good,0
APP000220,Services,21,3061918,15878,1344413,773,3,1.702,1502159,Poor,0
APP000221,Services,14,13070006,78075,3013473,688,1,0.5,3174997,Good,0
APP000222,Trading,7,850648,9674,316812,544,0,1.242,551767,Good,0
APP000223,Manufacturing,2,317334,3589,152014,536,0,1.494,96707,Good,0
APP000224,Trading,1,1055624,12769,344129,455,0,0.778,247858,Poor,1
APP000225,Manufacturing,8,2970417,14257,768918,753,0,0.409,1430052,Poor,0
APP000226,Manufacturing,10,100000,864,50000,647,1,0.694,86290,Good,1
APP000227,Services,12,688653,6592,326158,749,1,1.923,542177,Good,1
APP000228,Trading,11,251841,2540,93894,900,0,0.779,134828,Average,1
APP000229,Services,11,20264242,193162,7418993,582,1,0.355,6964023,Good,0
APP000230,Trading,9,14409466,152501,3897232,700,0,0.257,7413236,Average,0
APP000231,Services,15,5709302,40891,2500785,824,1,0.493,3095479,Poor,1
APP000232,Trading,5,3988030,22579,1537261,611,0,0.342,1415708,Good,0
APP000233,Trading,8,7993756,46935,1704854,632,0,1.041,1787303,Poor,0
APP000234,Trading,2,745864,3182,253468,707,0,0.76,133136,Good,0
APP000235,Manufacturing,5,22479709,159291,6116224,900,1,1.749,5399026,Poor,0
APP000236,Services,13,4247111,20943,435906,739,2,1.874,340849,Good,0
APP000237,Manufacturing,11,14371518,98383,6079861,587,3,1.149,4276178,Good,0
APP000238,Manufacturing,1,12293403,115579,1833341,579,0,1.788,1005055,Poor,1
APP000239,Trading,22,8886311,103264,2701276,645,1,1.006,2269917,Good,0
APP000240,Manufacturing,8,5645323,63020,1323774,484,0,1.32,867440,Average,0
APP000241,Services,8,5048596,31666,1195687,650,1,0.459,678804,Average,1
APP000242,Services,5,3123062,16502,908642,660,1,0.25,641486,Average,1
APP000243,Services,6,7150579,41298,3566774,666,2,0.504,2866277,Good,0
APP000244,Trading,8,4810323,58966,1266807,521,1,0.629,1423819,Average,0
APP000245,Manufacturing,11,1747730,15284,302237,706,2,1.627,415740,Good,0
APP000246,Services,9,8892775,50577,3071942,569,1,0.48,3020944,Good,1
APP000247,Trading,5,5228004,58411,1016925,636,0,0.348,723937,Average,0
APP000248,Services,4,20871663,155701,2968360,583,0,1.862,5671009,Poor,0
APP000249,Services,4,224941,2622,50000,773,0,1.409,63614,Average,0
APP000250,Services,14,3934754,24942,429488,609,2,1.099,692687,Good,1
APP000251,Manufacturing,13,1245270,9269,339293,810,2,0.38,523071,Average,0
APP000252,Trading,10,1654279,13853,447797,683,0,1.718,415262,Poor,0
APP000253,Services,14,8629095,100141,1503345,719,3,0.456,2014170,Good,0
APP000254,Manufacturing,7,405780,4628,167833,672,0,1.261,235511,Good,0
APP000255,Manufacturing,12,4470595,40025,678226,588,0,1.369,697003,Good,1
APP000256,Trading,10,3763912,22639,1754460,710,1,0.91,2642479,Good,0
APP000257,Services,13,764741,5756,256211,633,1,1.881,431975,Good,0
APP000258,Services,3,4268052,52483,473952,687,0,0.196,495903,Good,0
APP000259,Trading,0,1043061,9628,506081,710,0,1.654,264363,Average,0
APP000260,Manufacturing,9,96244585,1027489,21479529,858,1,1.202,21995121,Good,0
APP000261,Trading,6,21024917,166423,5886766,709,1,1.311,3974882,Poor,1
APP000262,Services,1,3652199,31409,780502,747,0,1.975,572429,Good,0
APP000263,Manufacturing,15,1967234,15228,769913,746,3,1.357,807580,Good,0
APP000264,Trading,13,7867832,78869,2315283,653,1,1.664,1878693,Good,0
APP000265,Services,9,11267032,126892,1723283,735,1,0.442,3278258,Poor,0
APP000266,Services,4,4980394,41808,705630,645,0,1.638,1043770,Good,0
APP000267,Services,2,727290,5944,283752,612,0,1.546,362506,Good,1
APP000268,Services,1,2411039,16883,469748,543,0,1.939,241725,Average,0
APP000269,Trading,5,3858579,21771,598532,725,0,1.878,392293,Good,0
APP000270,Manufacturing,11,5608380,67265,1681229,615,1,0.557,2829032,Average,0
APP000271,Services,6,5544481,37706,2334814,724,1,1.033,2532375,Good,0
APP000272,Services,10,10762285,116653,2276364,670,1,1.882,1293520,Average,1
APP000273,Services,11,27151434,274986,5717349,643,1,1.367,9938688,Good,1
APP000274,Services,11,16571676,178272,7184691,585,2,1.081,6853972,Good,1
APP000275,Trading,1,8003824,95830,1273676,782,0,0.307,1374861,Good,0
APP000276,Trading,4,515382,4824,178678,618,0,0.768,350486,Good,0
APP000277,Services,10,21312941,248286,10272952,828,0,1.364,5375518,Average,1
APP000278,Trading,17,13061940,72678,5701814,602,3,1.726,9020193,Average,0
APP000279,Services,15,2561426,24049,319476,830,0,0.95,614456,Average,1
APP000280,Services,9,3725777,39501,849344,676,0,0.206,506030,Good,1
APP000281,Services,15,4147985,26672,651025,766,5,1.553,1171269,Average,0
APP000282,Manufacturing,9,1847685,19104,886327,537,0,1.851,996552,Good,0
APP000283,Trading,2,242256,2580,119765,523,0,1.043,217612,Good,1
APP000284,Manufacturing,11,679794,7541,131878,697,2,1.964,126920,Good,1
APP000285,Trading,15,965113,6537,355045,578,0,0.773,700856,Average,0
APP000286,Manufacturing,20,204961,2018,89496,822,3,1.934,131610,Good,1
APP000287,Trading,5,646217,4331,125024,696,1,1.644,180114,Good,0
APP000288,Trading,3,18650022,192567,3265101,591,0,1.927,5579584,Poor,0
APP000289,Manufacturing,12,7588968,60899,792928,581,1,1.653,915735,Good,1
APP000290,Trading,10,838049,7664,221902,641,1,0.761,197049,Average,0
APP000291,Manufacturing,9,1269130,9685,583514,611,1,1.861,521892,Poor,1
APP000292,Manufacturing,16,23967167,132215,11053462,731,2,1.472,11008204,Good,0
APP000293,Services,12,22298489,125991,3369240,666,1,0.458,4804633,Average,0
APP000294,Trading,10,3993354,19220,725756,786,0,0.187,1275577,Good,0
APP000295,Manufacturing,5,19994878,186297,5263030,723,0,0.795,6575455,Good,0
APP000296,Trading,12,1160629,13043,478469,587,0,1.595,528790,Average,1
APP000297,Services,3,4735503,20553,1632520,613,0,1.275,2760218,Poor,1
APP000298,Manufacturing,9,390292,1841,119249,581,1,1.152,111438,Good,0
APP000299,Trading,7,2025198,16158,682031,577,2,0.207,1045930,Good,0
APP000300,Manufacturing,2,3477824,35871,481608,474,0,0.927,317238,Good,1
APP000301,Manufacturing,10,287139,1573,83576,764,0,0.4,55984,Poor,0
APP000302,Trading,5,8355782,53731,4151364,789,1,1.014,6086245,Poor,0
APP000303,Trading,10,11247007,68607,1522602,571,1,2.034,950295,Good,1
APP000304,Trading,4,15493007,116075,4767177,549,0,1.771,3492323,Average,0
APP000305,Services,12,121411848,733528,26499314,730,0,0.69,38067684,Average,0
APP000306,Services,19,7268240,51640,2296511,606,1,1.278,2657764,Good,0
APP000307,Trading,3,3058497,31312,1007858,783,1,1.104,1352489,Good,0
APP000308,Manufacturing,4,307458,2846,101765,586,0,0.347,200010,Good,0
APP000309,Services,3,6061618,29357,2672467,442,0,1.981,3869576,Poor,1
APP000310,Manufacturing,6,8019752,76036,2052246,648,0,0.908,2844979,Good,0
APP000311,Trading,10,470377,3829,144190,610,1,1.111,154313,Poor,0
APP000312,Manufacturing,11,2531263,30260,264191,686,2,1.43,382103,Poor,0
APP000313,Manufacturing,9,3623230,23831,1506612,633,1,0.514,782683,Good,0
APP000314,Services,11,8029623,82047,1636397,729,1,0.572,2186194,Average,0
APP000315,Services,7,12635498,129604,5390581,706,0,0.466,3252385,Good,0
APP000316,Services,5,1534866,9228,316574,692,0,0.83,262838,Poor,1
APP000317,Trading,4,4598597,53773,479704,677,0,0.479,645049,Average,0
APP000318,Manufacturing,7,8270966,68317,1339338,663,1,1.91,2011586,Average,0
APP000319,Manufacturing,4,2588403,25428,1279378,518,1,1.507,1378139,Poor,1
APP000320,Manufacturing,9,1893588,10191,431587,706,3,1.956,487032,Good,1
APP000321,Trading,4,9900441,62521,1421005,731,0,1.712,1772040,Good,0
APP000322,Services,5,2629268,23797,387826,694,0,1.436,635496,Average,0
APP000323,Services,14,618714,4222,138676,657,1,0.611,73004,Good,1
APP000324,Manufacturing,15,29483031,245616,3392259,739,1,1.319,3970985,Poor,0
APP000325,Services,15,736986,5367,224482,703,5,0.704,117047,Average,0
APP000326,Services,7,3035536,28851,563080,735,2,0.452,551093,Good,0
APP000327,Trading,5,5561817,45752,1711506,651,0,1.302,2190339,Good,0
APP000328,Trading,10,7117894,29931,1112567,527,1,1.337,689656,Good,0
APP000329,Trading,4,4384762,42008,1192404,640,0,0.398,1464057,Good,1
APP000330,Manufacturing,12,100000,768,50000,579,1,0.82,94343,Good,0
APP000331,Trading,5,1196629,8393,149339,613,1,0.276,228192,Average,0
APP000332,Services,6,5404294,26757,1402412,670,0,1.46,2346766,Good,0
APP000333,Manufacturing,12,3108618,18661,687034,773,2,2.076,941663,Good,1
APP000334,Manufacturing,1,7113107,42902,1395192,718,0,1.506,2573485,Good,0
APP000335,Manufacturing,5,15887332,190034,5430510,680,1,1.754,3911617,Good,0
APP000336,Manufacturing,9,7619404,59209,2555676,792,1,1.055,3002099,Poor,1
APP000337,Services,11,1215707,5491,428269,676,1,0.332,597670,Good,0
APP000338,Services,10,1603270,8534,262219,690,0,1.481,474672,Good,0
APP000339,Trading,6,40041601,193211,8580262,624,1,0.637,8254343,Average,0
APP000340,Manufacturing,13,2823686,25621,519195,569,2,0.938,260475,Good,0
APP000341,Trading,4,2946440,16859,931668,713,0,1.436,1827579,Good,0
APP000342,Trading,4,7304744,60785,2077661,501,1,1.869,1119788,Poor,0
APP000343,Manufacturing,9,22794051,165268,5290898,574,0,1.024,3854684,Average,0
APP000344,Trading,3,871231,9466,361043,673,0,1.927,409086,Good,0
APP000345,Trading,19,1848302,12637,254306,603,2,1.188,316497,Average,1
APP000346,Trading,5,309541,2471,151662,661,1,0.383,265666,Good,0
APP000347,Trading,12,2347287,23889,344153,688,0,1.085,403253,Good,1
APP000348,Manufacturing,3,7888754,61358,3228301,599,1,1.785,4265049,Average,0
APP000349,Trading,17,2214734,23867,547686,689,3,1.272,438148,Poor,1
APP000350,Trading,8,49460277,478810,22064471,670,0,1.521,29869513,Good,1
APP000351,Trading,5,4086064,31004,529831,545,1,1.191,541792,Good,1
APP000352,Services,6,2972370,24868,742761,716,1,1.188,481382,Good,0
APP000353,Services,4,2004722,24511,469460,454,1,0.691,901219,Poor,0
APP000354,Manufacturing,6,450667,4362,224099,849,0,0.482,139507,Average,0
APP000355,Manufacturing,3,2940412,34427,1453209,709,0,0.63,2204254,Average,0
APP000356,Trading,5,5875901,33235,1033697,762,0,0.938,1925043,Good,1
